# Data taken on 2022-08-08_100328
# RF Power Mappings, 20 dBm Attenuation (already taken into account)
# Set Freq/MHz	Meas Freq/MHz	RF Input/dBm	AM Volt/V	RF Output/dBm
65.0	65.027371	-1.0	5.5	34.17
65.0	65.027371	-1.0	5.25	34.14
65.0	65.027371	-1.0	5.0	34.11
65.0	65.027371	-1.0	4.75	34.07
65.0	65.027371	-1.0	4.5	34.019999999999996
65.0	65.027371	-1.0	4.25	33.96
65.0	65.027371	-1.0	4.0	33.88
65.0	65.027371	-1.0	3.75	33.78
65.0	65.027371	-1.0	3.5	33.6
65.0	65.027371	-1.0	3.25	33.37
65.0	65.027371	-1.0	3.0	33.04
65.0	65.027371	-1.0	2.75	32.58
65.0	65.027371	-1.0	2.5	32.01
65.0	65.027371	-1.0	2.25	31.3
65.0	65.027371	-1.0	2.0	30.46
65.0	65.027371	-1.0	1.75	29.48
65.0	65.027371	-1.0	1.5	28.28
65.0	65.027371	-1.0	1.25	26.84
65.0	65.027371	-1.0	1.0	25.09
65.0	65.027371	-1.0	0.75	22.82
65.0	65.027371	-1.0	0.5	19.65
65.0	65.027371	-1.5	6.0	33.91
65.0	65.027371	-1.5	5.75	33.88
65.0	65.027371	-1.5	5.5	33.86
65.0	65.027371	-1.5	5.25	33.82
65.0	65.027371	-1.5	5.0	33.78
65.0	65.027371	-1.5	4.75	33.730000000000004
65.0	65.027371	-1.5	4.5	33.68
65.0	65.027371	-1.5	4.25	33.6
65.0	65.027371	-1.5	4.0	33.519999999999996
65.0	65.027371	-1.5	3.75	33.41
65.0	65.027371	-1.5	3.5	33.26
65.0	65.027371	-1.5	3.25	33.05
65.0	65.027371	-1.5	3.0	32.76
65.0	65.027371	-1.5	2.75	32.35
65.0	65.027371	-1.5	2.5	31.810000000000002
65.0	65.027371	-1.5	2.25	31.14
65.0	65.027371	-1.5	2.0	30.310000000000002
65.0	65.027371	-1.5	1.75	29.34
65.0	65.027371	-1.5	1.5	28.16
65.0	65.027371	-1.5	1.25	26.73
65.0	65.027371	-1.5	1.0	24.97
65.0	65.027371	-1.5	0.75	22.7
65.0	65.027371	-1.5	0.5	19.54
65.0	65.027371	-2.0	6.0	33.55
65.0	65.027371	-2.0	5.75	33.519999999999996
65.0	65.027371	-2.0	5.5	33.480000000000004
65.0	65.027371	-2.0	5.25	33.44
65.0	65.027371	-2.0	5.0	33.4
65.0	65.027371	-2.0	4.75	33.35
65.0	65.027371	-2.0	4.5	33.3
65.0	65.027371	-2.0	4.25	33.22
65.0	65.027371	-2.0	4.0	33.14
65.0	65.027371	-2.0	3.75	33.019999999999996
65.0	65.027371	-2.0	3.5	32.88
65.0	65.027371	-2.0	3.25	32.7
65.0	65.027371	-2.0	3.0	32.44
65.0	65.027371	-2.0	2.75	32.09
65.0	65.027371	-2.0	2.5	31.58
65.0	65.027371	-2.0	2.25	30.95
65.0	65.027371	-2.0	2.0	30.16
65.0	65.027371	-2.0	1.75	29.2
65.0	65.027371	-2.0	1.5	28.04
65.0	65.027371	-2.0	1.25	26.62
65.0	65.027371	-2.0	1.0	24.84
65.0	65.027371	-2.0	0.75	22.58
65.0	65.027371	-2.0	0.5	19.39
65.0	65.027371	-2.5	6.0	33.12
65.0	65.027371	-2.5	5.75	33.09
65.0	65.027371	-2.5	5.5	33.05
65.0	65.027371	-2.5	5.25	33.01
65.0	65.027371	-2.5	5.0	32.96
65.0	65.027371	-2.5	4.75	32.92
65.0	65.027371	-2.5	4.5	32.86
65.0	65.027371	-2.5	4.25	32.78
65.0	65.027371	-2.5	4.0	32.7
65.0	65.027371	-2.5	3.75	32.58
65.0	65.027371	-2.5	3.5	32.46
65.0	65.027371	-2.5	3.25	32.3
65.0	65.027371	-2.5	3.0	32.07
65.0	65.027371	-2.5	2.75	31.759999999999998
65.0	65.027371	-2.5	2.5	31.33
65.0	65.027371	-2.5	2.25	30.740000000000002
65.0	65.027371	-2.5	2.0	29.990000000000002
65.0	65.027371	-2.5	1.75	29.05
65.0	65.027371	-2.5	1.5	27.89
65.0	65.027371	-2.5	1.25	26.48
65.0	65.027371	-2.5	1.0	24.7
65.0	65.027371	-2.5	0.75	22.42
65.0	65.027371	-2.5	0.5	19.25
65.0	65.027371	-3.0	6.0	32.68
65.0	65.027371	-3.0	5.75	32.64
65.0	65.027371	-3.0	5.5	32.61
65.0	65.027371	-3.0	5.25	32.57
65.0	65.027371	-3.0	5.0	32.519999999999996
65.0	65.027371	-3.0	4.75	32.480000000000004
65.0	65.027371	-3.0	4.5	32.42
65.0	65.027371	-3.0	4.25	32.35
65.0	65.027371	-3.0	4.0	32.26
65.0	65.027371	-3.0	3.75	32.16
65.0	65.027371	-3.0	3.5	32.04
65.0	65.027371	-3.0	3.25	31.89
65.0	65.027371	-3.0	3.0	31.689999999999998
65.0	65.027371	-3.0	2.75	31.41
65.0	65.027371	-3.0	2.5	31.02
65.0	65.027371	-3.0	2.25	30.490000000000002
65.0	65.027371	-3.0	2.0	29.79
65.0	65.027371	-3.0	1.75	28.880000000000003
65.0	65.027371	-3.0	1.5	27.740000000000002
65.0	65.027371	-3.0	1.25	26.34
65.0	65.027371	-3.0	1.0	24.57
65.0	65.027371	-3.0	0.75	22.28
65.0	65.027371	-3.0	0.5	19.07
65.0	65.027371	-3.5	6.0	32.2
65.0	65.027371	-3.5	5.75	32.17
65.0	65.027371	-3.5	5.5	32.14
65.0	65.027371	-3.5	5.25	32.1
65.0	65.027371	-3.5	5.0	32.05
65.0	65.027371	-3.5	4.75	32.0
65.0	65.027371	-3.5	4.5	31.939999999999998
65.0	65.027371	-3.5	4.25	31.869999999999997
65.0	65.027371	-3.5	4.0	31.79
65.0	65.027371	-3.5	3.75	31.7
65.0	65.027371	-3.5	3.5	31.58
65.0	65.027371	-3.5	3.25	31.439999999999998
65.0	65.027371	-3.5	3.0	31.259999999999998
65.0	65.027371	-3.5	2.75	31.02
65.0	65.027371	-3.5	2.5	30.67
65.0	65.027371	-3.5	2.25	30.21
65.0	65.027371	-3.5	2.0	29.560000000000002
65.0	65.027371	-3.5	1.75	28.7
65.0	65.027371	-3.5	1.5	27.58
65.0	65.027371	-3.5	1.25	26.19
65.0	65.027371	-3.5	1.0	24.42
65.0	65.027371	-3.5	0.75	22.06
65.0	65.027371	-3.5	0.5	18.88
65.0	65.027371	-4.0	6.0	31.71
65.0	65.027371	-4.0	5.75	31.67
65.0	65.027371	-4.0	5.5	31.64
65.0	65.027371	-4.0	5.25	31.61
65.0	65.027371	-4.0	5.0	31.560000000000002
65.0	65.027371	-4.0	4.75	31.509999999999998
65.0	65.027371	-4.0	4.5	31.45
65.0	65.027371	-4.0	4.25	31.39
65.0	65.027371	-4.0	4.0	31.3
65.0	65.027371	-4.0	3.75	31.22
65.0	65.027371	-4.0	3.5	31.119999999999997
65.0	65.027371	-4.0	3.25	30.98
65.0	65.027371	-4.0	3.0	30.82
65.0	65.027371	-4.0	2.75	30.6
65.0	65.027371	-4.0	2.5	30.310000000000002
65.0	65.027371	-4.0	2.25	29.9
65.0	65.027371	-4.0	2.0	29.310000000000002
65.0	65.027371	-4.0	1.75	28.5
65.0	65.027371	-4.0	1.5	27.42
65.0	65.027371	-4.0	1.25	26.06
65.0	65.027371	-4.0	1.0	24.28
65.0	65.027371	-4.0	0.75	21.97
65.0	65.027371	-4.0	0.5	18.68
65.0	65.027371	-4.5	6.0	31.22
65.0	65.027371	-4.5	5.75	31.18
65.0	65.027371	-4.5	5.5	31.15
65.0	65.027371	-4.5	5.25	31.11
65.0	65.027371	-4.5	5.0	31.07
65.0	65.027371	-4.5	4.75	31.02
65.0	65.027371	-4.5	4.5	30.98
65.0	65.027371	-4.5	4.25	30.91
65.0	65.027371	-4.5	4.0	30.84
65.0	65.027371	-4.5	3.75	30.740000000000002
65.0	65.027371	-4.5	3.5	30.64
65.0	65.027371	-4.5	3.25	30.52
65.0	65.027371	-4.5	3.0	30.369999999999997
65.0	65.027371	-4.5	2.75	30.16
65.0	65.027371	-4.5	2.5	29.9
65.0	65.027371	-4.5	2.25	29.54
65.0	65.027371	-4.5	2.0	29.0
65.0	65.027371	-4.5	1.75	28.259999999999998
65.0	65.027371	-4.5	1.5	27.240000000000002
65.0	65.027371	-4.5	1.25	25.9
65.0	65.027371	-4.5	1.0	24.14
65.0	65.027371	-4.5	0.75	21.77
65.0	65.027371	-4.5	0.5	18.45
65.0	65.027371	-5.0	6.0	30.740000000000002
65.0	65.027371	-5.0	5.75	30.71
65.0	65.027371	-5.0	5.5	30.68
65.0	65.027371	-5.0	5.25	30.64
65.0	65.027371	-5.0	5.0	30.6
65.0	65.027371	-5.0	4.75	30.55
65.0	65.027371	-5.0	4.5	30.5
65.0	65.027371	-5.0	4.25	30.439999999999998
65.0	65.027371	-5.0	4.0	30.36
65.0	65.027371	-5.0	3.75	30.28
65.0	65.027371	-5.0	3.5	30.18
65.0	65.027371	-5.0	3.25	30.060000000000002
65.0	65.027371	-5.0	3.0	29.93
65.0	65.027371	-5.0	2.75	29.740000000000002
65.0	65.027371	-5.0	2.5	29.5
65.0	65.027371	-5.0	2.25	29.16
65.0	65.027371	-5.0	2.0	28.689999999999998
65.0	65.027371	-5.0	1.75	28.0
65.0	65.027371	-5.0	1.5	27.03
65.0	65.027371	-5.0	1.25	25.72
65.0	65.027371	-5.0	1.0	23.97
65.0	65.027371	-5.0	0.75	21.61
65.0	65.027371	-5.0	0.5	18.26
65.0	65.027371	-5.5	6.0	30.240000000000002
65.0	65.027371	-5.5	5.75	30.21
65.0	65.027371	-5.5	5.5	30.18
65.0	65.027371	-5.5	5.25	30.14
65.0	65.027371	-5.5	5.0	30.1
65.0	65.027371	-5.5	4.75	30.060000000000002
65.0	65.027371	-5.5	4.5	30.0
65.0	65.027371	-5.5	4.25	29.939999999999998
65.0	65.027371	-5.5	4.0	29.869999999999997
65.0	65.027371	-5.5	3.75	29.8
65.0	65.027371	-5.5	3.5	29.689999999999998
65.0	65.027371	-5.5	3.25	29.58
65.0	65.027371	-5.5	3.0	29.45
65.0	65.027371	-5.5	2.75	29.28
65.0	65.027371	-5.5	2.5	29.05
65.0	65.027371	-5.5	2.25	28.75
65.0	65.027371	-5.5	2.0	28.310000000000002
65.0	65.027371	-5.5	1.75	27.69
65.0	65.027371	-5.5	1.5	26.78
65.0	65.027371	-5.5	1.25	25.52
65.0	65.027371	-5.5	1.0	23.79
65.0	65.027371	-5.5	0.75	21.43
65.0	65.027371	-5.5	0.5	18.05
65.0	65.027371	-6.0	6.0	29.759999999999998
65.0	65.027371	-6.0	5.75	29.73
65.0	65.027371	-6.0	5.5	29.7
65.0	65.027371	-6.0	5.25	29.66
65.0	65.027371	-6.0	5.0	29.630000000000003
65.0	65.027371	-6.0	4.75	29.58
65.0	65.027371	-6.0	4.5	29.52
65.0	65.027371	-6.0	4.25	29.47
65.0	65.027371	-6.0	4.0	29.4
65.0	65.027371	-6.0	3.75	29.33
65.0	65.027371	-6.0	3.5	29.240000000000002
65.0	65.027371	-6.0	3.25	29.119999999999997
65.0	65.027371	-6.0	3.0	28.990000000000002
65.0	65.027371	-6.0	2.75	28.83
65.0	65.027371	-6.0	2.5	28.619999999999997
65.0	65.027371	-6.0	2.25	28.32
65.0	65.027371	-6.0	2.0	27.94
65.0	65.027371	-6.0	1.75	27.38
65.0	65.027371	-6.0	1.5	26.52
65.0	65.027371	-6.0	1.25	25.32
65.0	65.027371	-6.0	1.0	23.62
65.0	65.027371	-6.0	0.75	21.24
65.0	65.027371	-6.0	0.5	17.84
65.0	65.027371	-6.5	6.0	29.259999999999998
65.0	65.027371	-6.5	5.75	29.22
65.0	65.027371	-6.5	5.5	29.21
65.0	65.027371	-6.5	5.25	29.16
65.0	65.027371	-6.5	5.0	29.119999999999997
65.0	65.027371	-6.5	4.75	29.08
65.0	65.027371	-6.5	4.5	29.03
65.0	65.027371	-6.5	4.25	28.97
65.0	65.027371	-6.5	4.0	28.9
65.0	65.027371	-6.5	3.75	28.82
65.0	65.027371	-6.5	3.5	28.740000000000002
65.0	65.027371	-6.5	3.25	28.630000000000003
65.0	65.027371	-6.5	3.0	28.5
65.0	65.027371	-6.5	2.75	28.35
65.0	65.027371	-6.5	2.5	28.14
65.0	65.027371	-6.5	2.25	27.89
65.0	65.027371	-6.5	2.0	27.53
65.0	65.027371	-6.5	1.75	27.0
65.0	65.027371	-6.5	1.5	26.23
65.0	65.027371	-6.5	1.25	25.08
65.0	65.027371	-6.5	1.0	23.43
65.0	65.027371	-6.5	0.75	21.08
65.0	65.027371	-6.5	0.5	17.61
65.0	65.027371	-7.0	6.0	28.78
65.0	65.027371	-7.0	5.75	28.75
65.0	65.027371	-7.0	5.5	28.72
65.0	65.027371	-7.0	5.25	28.68
65.0	65.027371	-7.0	5.0	28.64
65.0	65.027371	-7.0	4.75	28.6
65.0	65.027371	-7.0	4.5	28.55
65.0	65.027371	-7.0	4.25	28.490000000000002
65.0	65.027371	-7.0	4.0	28.42
65.0	65.027371	-7.0	3.75	28.35
65.0	65.027371	-7.0	3.5	28.259999999999998
65.0	65.027371	-7.0	3.25	28.15
65.0	65.027371	-7.0	3.0	28.03
65.0	65.027371	-7.0	2.75	27.88
65.0	65.027371	-7.0	2.5	27.69
65.0	65.027371	-7.0	2.25	27.44
65.0	65.027371	-7.0	2.0	27.1
65.0	65.027371	-7.0	1.75	26.63
65.0	65.027371	-7.0	1.5	25.92
65.0	65.027371	-7.0	1.25	24.82
65.0	65.027371	-7.0	1.0	23.22
65.0	65.027371	-7.0	0.75	20.9
65.0	65.027371	-7.0	0.5	17.4
65.0	65.027371	-7.5	6.0	28.28
65.0	65.027371	-7.5	5.75	28.240000000000002
65.0	65.027371	-7.5	5.5	28.21
65.0	65.027371	-7.5	5.25	28.18
65.0	65.027371	-7.5	5.0	28.14
65.0	65.027371	-7.5	4.75	28.1
65.0	65.027371	-7.5	4.5	28.04
65.0	65.027371	-7.5	4.25	27.98
65.0	65.027371	-7.5	4.0	27.91
65.0	65.027371	-7.5	3.75	27.85
65.0	65.027371	-7.5	3.5	27.759999999999998
65.0	65.027371	-7.5	3.25	27.66
65.0	65.027371	-7.5	3.0	27.54
65.0	65.027371	-7.5	2.75	27.39
65.0	65.027371	-7.5	2.5	27.22
65.0	65.027371	-7.5	2.25	26.97
65.0	65.027371	-7.5	2.0	26.65
65.0	65.027371	-7.5	1.75	26.21
65.0	65.027371	-7.5	1.5	25.56
65.0	65.027371	-7.5	1.25	24.54
65.0	65.027371	-7.5	1.0	23.0
65.0	65.027371	-7.5	0.75	20.68
65.0	65.027371	-7.5	0.5	17.22
65.0	65.027371	-8.0	6.0	27.8
65.0	65.027371	-8.0	5.75	27.759999999999998
65.0	65.027371	-8.0	5.5	27.72
65.0	65.027371	-8.0	5.25	27.69
65.0	65.027371	-8.0	5.0	27.65
65.0	65.027371	-8.0	4.75	27.6
65.0	65.027371	-8.0	4.5	27.55
65.0	65.027371	-8.0	4.25	27.5
65.0	65.027371	-8.0	4.0	27.42
65.0	65.027371	-8.0	3.75	27.36
65.0	65.027371	-8.0	3.5	27.27
65.0	65.027371	-8.0	3.25	27.18
65.0	65.027371	-8.0	3.0	27.06
65.0	65.027371	-8.0	2.75	26.92
65.0	65.027371	-8.0	2.5	26.740000000000002
65.0	65.027371	-8.0	2.25	26.52
65.0	65.027371	-8.0	2.0	26.2
65.0	65.027371	-8.0	1.75	25.79
65.0	65.027371	-8.0	1.5	25.18
65.0	65.027371	-8.0	1.25	24.22
65.0	65.027371	-8.0	1.0	22.75
65.0	65.027371	-8.0	0.75	20.5
65.0	65.027371	-8.0	0.5	16.98
65.0	65.027371	-8.5	6.0	27.28
65.0	65.027371	-8.5	5.75	27.25
65.0	65.027371	-8.5	5.5	27.21
65.0	65.027371	-8.5	5.25	27.18
65.0	65.027371	-8.5	5.0	27.14
65.0	65.027371	-8.5	4.75	27.09
65.0	65.027371	-8.5	4.5	27.05
65.0	65.027371	-8.5	4.25	26.98
65.0	65.027371	-8.5	4.0	26.93
65.0	65.027371	-8.5	3.75	26.85
65.0	65.027371	-8.5	3.5	26.77
65.0	65.027371	-8.5	3.25	26.68
65.0	65.027371	-8.5	3.0	26.58
65.0	65.027371	-8.5	2.75	26.42
65.0	65.027371	-8.5	2.5	26.25
65.0	65.027371	-8.5	2.25	26.04
65.0	65.027371	-8.5	2.0	25.75
65.0	65.027371	-8.5	1.75	25.36
65.0	65.027371	-8.5	1.5	24.78
65.0	65.027371	-8.5	1.25	23.89
65.0	65.027371	-8.5	1.0	22.48
65.0	65.027371	-8.5	0.75	20.27
65.0	65.027371	-8.5	0.5	16.72
65.0	65.027371	-9.0	6.0	26.79
65.0	65.027371	-9.0	5.75	26.759999999999998
65.0	65.027371	-9.0	5.5	26.72
65.0	65.027371	-9.0	5.25	26.7
65.0	65.027371	-9.0	5.0	26.66
65.0	65.027371	-9.0	4.75	26.61
65.0	65.027371	-9.0	4.5	26.57
65.0	65.027371	-9.0	4.25	26.5
65.0	65.027371	-9.0	4.0	26.44
65.0	65.027371	-9.0	3.75	26.37
65.0	65.027371	-9.0	3.5	26.29
65.0	65.027371	-9.0	3.25	26.2
65.0	65.027371	-9.0	3.0	26.1
65.0	65.027371	-9.0	2.75	25.95
65.0	65.027371	-9.0	2.5	25.78
65.0	65.027371	-9.0	2.25	25.58
65.0	65.027371	-9.0	2.0	25.31
65.0	65.027371	-9.0	1.75	24.92
65.0	65.027371	-9.0	1.5	24.37
65.0	65.027371	-9.0	1.25	23.55
65.0	65.027371	-9.0	1.0	22.23
65.0	65.027371	-9.0	0.75	20.05
65.0	65.027371	-9.0	0.5	16.53
65.0	65.027371	-9.5	6.0	26.28
65.0	65.027371	-9.5	5.75	26.25
65.0	65.027371	-9.5	5.5	26.240000000000002
65.0	65.027371	-9.5	5.25	26.18
65.0	65.027371	-9.5	5.0	26.16
65.0	65.027371	-9.5	4.75	26.1
65.0	65.027371	-9.5	4.5	26.06
65.0	65.027371	-9.5	4.25	26.0
65.0	65.027371	-9.5	4.0	25.96
65.0	65.027371	-9.5	3.75	25.88
65.0	65.027371	-9.5	3.5	25.8
65.0	65.027371	-9.5	3.25	25.7
65.0	65.027371	-9.5	3.0	25.58
65.0	65.027371	-9.5	2.75	25.46
65.0	65.027371	-9.5	2.5	25.29
65.0	65.027371	-9.5	2.25	25.1
65.0	65.027371	-9.5	2.0	24.83
65.0	65.027371	-9.5	1.75	24.46
65.0	65.027371	-9.5	1.5	23.93
65.0	65.027371	-9.5	1.25	23.16
65.0	65.027371	-9.5	1.0	21.88
65.0	65.027371	-9.5	0.75	19.79
65.0	65.027371	-9.5	0.5	16.32
65.0	65.027371	-10.0	6.0	25.81
65.0	65.027371	-10.0	5.75	25.77
65.0	65.027371	-10.0	5.5	25.740000000000002
65.0	65.027371	-10.0	5.25	25.7
65.0	65.027371	-10.0	5.0	25.66
65.0	65.027371	-10.0	4.75	25.62
65.0	65.027371	-10.0	4.5	25.58
65.0	65.027371	-10.0	4.25	25.509999999999998
65.0	65.027371	-10.0	4.0	25.45
65.0	65.027371	-10.0	3.75	25.39
65.0	65.027371	-10.0	3.5	25.31
65.0	65.027371	-10.0	3.25	25.23
65.0	65.027371	-10.0	3.0	25.11
65.0	65.027371	-10.0	2.75	24.990000000000002
65.0	65.027371	-10.0	2.5	24.82
65.0	65.027371	-10.0	2.25	24.63
65.0	65.027371	-10.0	2.0	24.36
65.0	65.027371	-10.0	1.75	24.009999999999998
65.0	65.027371	-10.0	1.5	23.5
65.0	65.027371	-10.0	1.25	22.759999999999998
65.0	65.027371	-10.0	1.0	21.56
65.0	65.027371	-10.0	0.75	19.53
65.0	65.027371	-10.0	0.5	16.07
65.0	65.027371	-10.5	6.0	25.29
65.0	65.027371	-10.5	5.75	25.259999999999998
65.0	65.027371	-10.5	5.5	25.22
65.0	65.027371	-10.5	5.25	25.18
65.0	65.027371	-10.5	5.0	25.16
65.0	65.027371	-10.5	4.75	25.1
65.0	65.027371	-10.5	4.5	25.06
65.0	65.027371	-10.5	4.25	25.02
65.0	65.027371	-10.5	4.0	24.96
65.0	65.027371	-10.5	3.75	24.88
65.0	65.027371	-10.5	3.5	24.81
65.0	65.027371	-10.5	3.25	24.71
65.0	65.027371	-10.5	3.0	24.61
65.0	65.027371	-10.5	2.75	24.48
65.0	65.027371	-10.5	2.5	24.32
65.0	65.027371	-10.5	2.25	24.12
65.0	65.027371	-10.5	2.0	23.86
65.0	65.027371	-10.5	1.75	23.54
65.0	65.027371	-10.5	1.5	23.06
65.0	65.027371	-10.5	1.25	22.35
65.0	65.027371	-10.5	1.0	21.19
65.0	65.027371	-10.5	0.75	19.24
65.0	65.027371	-10.5	0.5	15.83
65.0	65.027371	-11.0	6.0	24.8
65.0	65.027371	-11.0	5.75	24.759999999999998
65.0	65.027371	-11.0	5.5	24.73
65.0	65.027371	-11.0	5.25	24.71
65.0	65.027371	-11.0	5.0	24.66
65.0	65.027371	-11.0	4.75	24.63
65.0	65.027371	-11.0	4.5	24.56
65.0	65.027371	-11.0	4.25	24.53
65.0	65.027371	-11.0	4.0	24.46
65.0	65.027371	-11.0	3.75	24.4
65.0	65.027371	-11.0	3.5	24.32
65.0	65.027371	-11.0	3.25	24.240000000000002
65.0	65.027371	-11.0	3.0	24.13
65.0	65.027371	-11.0	2.75	24.0
65.0	65.027371	-11.0	2.5	23.84
65.0	65.027371	-11.0	2.25	23.63
