# Data taken on 2022-08-08_100328
# RF Power Mappings, 20 dBm Attenuation (already taken into account)
# Set Freq/MHz	Meas Freq/MHz	RF Input/dBm	AM Volt/V	RF Output/dBm
88.0	87.978115	-10.0	0.5	16.17
88.0	87.978115	-10.5	6.0	25.06
88.0	87.978115	-10.5	5.75	25.04
88.0	87.978115	-10.5	5.5	25.009999999999998
88.0	87.978115	-10.5	5.25	24.96
88.0	87.978115	-10.5	5.0	24.93
88.0	87.978115	-10.5	4.75	24.9
88.0	87.978115	-10.5	4.5	24.84
88.0	87.978115	-10.5	4.25	24.81
88.0	87.978115	-10.5	4.0	24.740000000000002
88.0	87.978115	-10.5	3.75	24.67
88.0	87.978115	-10.5	3.5	24.58
88.0	87.978115	-10.5	3.25	24.5
88.0	87.978115	-10.5	3.0	24.38
88.0	87.978115	-10.5	2.75	24.27
88.0	87.978115	-10.5	2.5	24.09
88.0	87.978115	-10.5	2.25	23.91
88.0	87.978115	-10.5	2.0	23.66
88.0	87.978115	-10.5	1.75	23.34
88.0	87.978115	-10.5	1.5	22.88
88.0	87.978115	-10.5	1.25	22.16
88.0	87.978115	-10.5	1.0	21.07
88.0	87.978115	-10.5	0.75	19.17
88.0	87.978115	-10.5	0.5	15.879999999999999
88.0	87.978115	-11.0	6.0	24.57
88.0	87.978115	-11.0	5.75	24.52
88.0	87.978115	-11.0	5.5	24.52
88.0	87.978115	-11.0	5.25	24.47
88.0	87.978115	-11.0	5.0	24.43
88.0	87.978115	-11.0	4.75	24.38
88.0	87.978115	-11.0	4.5	24.35
88.0	87.978115	-11.0	4.25	24.29
88.0	87.978115	-11.0	4.0	24.22
88.0	87.978115	-11.0	3.75	24.17
88.0	87.978115	-11.0	3.5	24.08
88.0	87.978115	-11.0	3.25	24.0
88.0	87.978115	-11.0	3.0	23.89
88.0	87.978115	-11.0	2.75	23.759999999999998
88.0	87.978115	-11.0	2.5	23.6
88.0	87.978115	-11.0	2.25	23.42
88.0	87.978115	-11.0	2.0	23.18
88.0	87.978115	-11.0	1.75	22.85
88.0	87.978115	-11.0	1.5	22.39
88.0	87.978115	-11.0	1.25	21.71
88.0	87.978115	-11.0	1.0	20.67
88.0	87.978115	-11.0	0.75	18.86
88.0	87.978115	-11.0	0.5	15.59
88.0	87.978115	-11.5	6.0	24.07
88.0	87.978115	-11.5	5.75	24.05
88.0	87.978115	-11.5	5.5	24.02
88.0	87.978115	-11.5	5.25	23.990000000000002
88.0	87.978115	-11.5	5.0	23.96
88.0	87.978115	-11.5	4.75	23.9
88.0	87.978115	-11.5	4.5	23.85
88.0	87.978115	-11.5	4.25	23.8
88.0	87.978115	-11.5	4.0	23.75
88.0	87.978115	-11.5	3.75	23.65
88.0	87.978115	-11.5	3.5	23.59
88.0	87.978115	-11.5	3.25	23.52
88.0	87.978115	-11.5	3.0	23.4
88.0	87.978115	-11.5	2.75	23.28
88.0	87.978115	-11.5	2.5	23.12
88.0	87.978115	-11.5	2.25	22.94
88.0	87.978115	-11.5	2.0	22.68
88.0	87.978115	-11.5	1.75	22.37
88.0	87.978115	-11.5	1.5	21.94
88.0	87.978115	-11.5	1.25	21.29
88.0	87.978115	-11.5	1.0	20.27
88.0	87.978115	-11.5	0.75	18.52
88.0	87.978115	-11.5	0.5	15.280000000000001
88.0	87.978115	-12.0	6.0	23.57
88.0	87.978115	-12.0	5.75	23.57
88.0	87.978115	-12.0	5.5	23.509999999999998
88.0	87.978115	-12.0	5.25	23.48
88.0	87.978115	-12.0	5.0	23.44
88.0	87.978115	-12.0	4.75	23.4
88.0	87.978115	-12.0	4.5	23.33
88.0	87.978115	-12.0	4.25	23.3
88.0	87.978115	-12.0	4.0	23.240000000000002
88.0	87.978115	-12.0	3.75	23.16
88.0	87.978115	-12.0	3.5	23.1
88.0	87.978115	-12.0	3.25	23.0
88.0	87.978115	-12.0	3.0	22.9
88.0	87.978115	-12.0	2.75	22.78
88.0	87.978115	-12.0	2.5	22.62
88.0	87.978115	-12.0	2.25	22.44
88.0	87.978115	-12.0	2.0	22.2
88.0	87.978115	-12.0	1.75	21.9
88.0	87.978115	-12.0	1.5	21.44
88.0	87.978115	-12.0	1.25	20.83
88.0	87.978115	-12.0	1.0	19.86
88.0	87.978115	-12.0	0.75	18.14
88.0	87.978115	-12.0	0.5	14.98
88.0	87.978115	-12.5	6.0	23.08
88.0	87.978115	-12.5	5.75	23.04
88.0	87.978115	-12.5	5.5	23.02
88.0	87.978115	-12.5	5.25	22.98
88.0	87.978115	-12.5	5.0	22.94
88.0	87.978115	-12.5	4.75	22.92
88.0	87.978115	-12.5	4.5	22.86
88.0	87.978115	-12.5	4.25	22.8
88.0	87.978115	-12.5	4.0	22.75
88.0	87.978115	-12.5	3.75	22.69
88.0	87.978115	-12.5	3.5	22.6
88.0	87.978115	-12.5	3.25	22.52
88.0	87.978115	-12.5	3.0	22.4
88.0	87.978115	-12.5	2.75	22.3
88.0	87.978115	-12.5	2.5	22.14
88.0	87.978115	-12.5	2.25	21.95
88.0	87.978115	-12.5	2.0	21.74
88.0	87.978115	-12.5	1.75	21.43
88.0	87.978115	-12.5	1.5	21.0
88.0	87.978115	-12.5	1.25	20.4
88.0	87.978115	-12.5	1.0	19.43
88.0	87.978115	-12.5	0.75	17.77
88.0	87.978115	-12.5	0.5	14.66
88.0	87.978115	-13.0	6.0	22.55
88.0	87.978115	-13.0	5.75	22.53
88.0	87.978115	-13.0	5.5	22.5
88.0	87.978115	-13.0	5.25	22.48
88.0	87.978115	-13.0	5.0	22.42
88.0	87.978115	-13.0	4.75	22.4
88.0	87.978115	-13.0	4.5	22.35
88.0	87.978115	-13.0	4.25	22.3
88.0	87.978115	-13.0	4.0	22.240000000000002
88.0	87.978115	-13.0	3.75	22.16
88.0	87.978115	-13.0	3.5	22.08
88.0	87.978115	-13.0	3.25	22.009999999999998
88.0	87.978115	-13.0	3.0	21.9
88.0	87.978115	-13.0	2.75	21.79
88.0	87.978115	-13.0	2.5	21.63
88.0	87.978115	-13.0	2.25	21.44
88.0	87.978115	-13.0	2.0	21.2
88.0	87.978115	-13.0	1.75	20.94
88.0	87.978115	-13.0	1.5	20.51
88.0	87.978115	-13.0	1.25	19.92
88.0	87.978115	-13.0	1.0	19.0
88.0	87.978115	-13.0	0.75	17.4
88.0	87.978115	-13.0	0.5	14.3
88.0	87.978115	-13.5	6.0	22.06
88.0	87.978115	-13.5	5.75	22.05
88.0	87.978115	-13.5	5.5	22.009999999999998
88.0	87.978115	-13.5	5.25	21.97
88.0	87.978115	-13.5	5.0	21.95
88.0	87.978115	-13.5	4.75	21.9
88.0	87.978115	-13.5	4.5	21.86
88.0	87.978115	-13.5	4.25	21.78
88.0	87.978115	-13.5	4.0	21.74
88.0	87.978115	-13.5	3.75	21.68
88.0	87.978115	-13.5	3.5	21.6
88.0	87.978115	-13.5	3.25	21.52
88.0	87.978115	-13.5	3.0	21.42
88.0	87.978115	-13.5	2.75	21.32
88.0	87.978115	-13.5	2.5	21.14
88.0	87.978115	-13.5	2.25	20.97
88.0	87.978115	-13.5	2.0	20.73
88.0	87.978115	-13.5	1.75	20.43
88.0	87.978115	-13.5	1.5	20.04
88.0	87.978115	-13.5	1.25	19.44
88.0	87.978115	-13.5	1.0	18.56
88.0	87.978115	-13.5	0.75	16.98
88.0	87.978115	-13.5	0.5	13.98
88.0	87.978115	-14.0	6.0	21.58
88.0	87.978115	-14.0	5.75	21.55
88.0	87.978115	-14.0	5.5	21.51
88.0	87.978115	-14.0	5.25	21.47
88.0	87.978115	-14.0	5.0	21.45
88.0	87.978115	-14.0	4.75	21.39
88.0	87.978115	-14.0	4.5	21.36
88.0	87.978115	-14.0	4.25	21.3
88.0	87.978115	-14.0	4.0	21.26
88.0	87.978115	-14.0	3.75	21.16
88.0	87.978115	-14.0	3.5	21.11
88.0	87.978115	-14.0	3.25	21.02
88.0	87.978115	-14.0	3.0	20.93
88.0	87.978115	-14.0	2.75	20.78
88.0	87.978115	-14.0	2.5	20.64
88.0	87.978115	-14.0	2.25	20.48
88.0	87.978115	-14.0	2.0	20.24
88.0	87.978115	-14.0	1.75	19.94
88.0	87.978115	-14.0	1.5	19.57
88.0	87.978115	-14.0	1.25	19.0
88.0	87.978115	-14.0	1.0	18.1
88.0	87.978115	-14.0	0.75	16.56
88.0	87.978115	-14.0	0.5	13.620000000000001
88.0	87.978115	-14.5	6.0	21.06
88.0	87.978115	-14.5	5.75	21.03
88.0	87.978115	-14.5	5.5	20.99
88.0	87.978115	-14.5	5.25	20.98
88.0	87.978115	-14.5	5.0	20.92
88.0	87.978115	-14.5	4.75	20.89
88.0	87.978115	-14.5	4.5	20.84
88.0	87.978115	-14.5	4.25	20.8
88.0	87.978115	-14.5	4.0	20.74
88.0	87.978115	-14.5	3.75	20.67
88.0	87.978115	-14.5	3.5	20.6
88.0	87.978115	-14.5	3.25	20.5
88.0	87.978115	-14.5	3.0	20.42
88.0	87.978115	-14.5	2.75	20.28
88.0	87.978115	-14.5	2.5	20.12
88.0	87.978115	-14.5	2.25	19.96
88.0	87.978115	-14.5	2.0	19.73
88.0	87.978115	-14.5	1.75	19.45
88.0	87.978115	-14.5	1.5	19.07
88.0	87.978115	-14.5	1.25	18.5
88.0	87.978115	-14.5	1.0	17.62
88.0	87.978115	-14.5	0.75	16.12
88.0	87.978115	-14.5	0.5	13.24
88.0	87.978115	-15.0	6.0	20.58
88.0	87.978115	-15.0	5.75	20.54
88.0	87.978115	-15.0	5.5	20.53
88.0	87.978115	-15.0	5.25	20.49
88.0	87.978115	-15.0	5.0	20.44
88.0	87.978115	-15.0	4.75	20.39
88.0	87.978115	-15.0	4.5	20.36
88.0	87.978115	-15.0	4.25	20.32
88.0	87.978115	-15.0	4.0	20.24
88.0	87.978115	-15.0	3.75	20.2
88.0	87.978115	-15.0	3.5	20.12
88.0	87.978115	-15.0	3.25	19.99
88.0	87.978115	-15.0	3.0	19.91
88.0	87.978115	-15.0	2.75	19.82
88.0	87.978115	-15.0	2.5	19.64
88.0	87.978115	-15.0	2.25	19.46
88.0	87.978115	-15.0	2.0	19.26
88.0	87.978115	-15.0	1.75	18.97
88.0	87.978115	-15.0	1.5	18.6
88.0	87.978115	-15.0	1.25	18.03
88.0	87.978115	-15.0	1.0	17.17
88.0	87.978115	-15.0	0.75	15.73
88.0	87.978115	-15.0	0.5	12.82
88.0	87.978115	-15.5	6.0	20.07
88.0	87.978115	-15.5	5.75	20.04
88.0	87.978115	-15.5	5.5	20.01
88.0	87.978115	-15.5	5.25	19.96
88.0	87.978115	-15.5	5.0	19.93
88.0	87.978115	-15.5	4.75	19.89
88.0	87.978115	-15.5	4.5	19.87
88.0	87.978115	-15.5	4.25	19.8
88.0	87.978115	-15.5	4.0	19.74
88.0	87.978115	-15.5	3.75	19.69
88.0	87.978115	-15.5	3.5	19.6
88.0	87.978115	-15.5	3.25	19.5
88.0	87.978115	-15.5	3.0	19.41
88.0	87.978115	-15.5	2.75	19.3
88.0	87.978115	-15.5	2.5	19.16
88.0	87.978115	-15.5	2.25	18.97
88.0	87.978115	-15.5	2.0	18.74
88.0	87.978115	-15.5	1.75	18.44
88.0	87.978115	-15.5	1.5	18.11
88.0	87.978115	-15.5	1.25	17.54
88.0	87.978115	-15.5	1.0	16.67
88.0	87.978115	-15.5	0.75	15.280000000000001
88.0	87.978115	-15.5	0.5	12.469999999999999
88.0	87.978115	-16.0	6.0	19.58
88.0	87.978115	-16.0	5.75	19.56
88.0	87.978115	-16.0	5.5	19.52
88.0	87.978115	-16.0	5.25	19.49
88.0	87.978115	-16.0	5.0	19.42
88.0	87.978115	-16.0	4.75	19.41
88.0	87.978115	-16.0	4.5	19.36
88.0	87.978115	-16.0	4.25	19.32
88.0	87.978115	-16.0	4.0	19.27
88.0	87.978115	-16.0	3.75	19.18
88.0	87.978115	-16.0	3.5	19.11
88.0	87.978115	-16.0	3.25	19.03
88.0	87.978115	-16.0	3.0	18.94
88.0	87.978115	-16.0	2.75	18.8
88.0	87.978115	-16.0	2.5	18.66
88.0	87.978115	-16.0	2.25	18.48
88.0	87.978115	-16.0	2.0	18.27
88.0	87.978115	-16.0	1.75	17.990000000000002
88.0	87.978115	-16.0	1.5	17.62
88.0	87.978115	-16.0	1.25	17.06
88.0	87.978115	-16.0	1.0	16.25
88.0	87.978115	-16.0	0.75	14.83
88.0	87.978115	-16.0	0.5	12.08
88.0	87.978115	-16.5	6.0	19.07
88.0	87.978115	-16.5	5.75	19.04
88.0	87.978115	-16.5	5.5	19.01
88.0	87.978115	-16.5	5.25	18.98
88.0	87.978115	-16.5	5.0	18.92
88.0	87.978115	-16.5	4.75	18.91
88.0	87.978115	-16.5	4.5	18.82
88.0	87.978115	-16.5	4.25	18.81
88.0	87.978115	-16.5	4.0	18.74
88.0	87.978115	-16.5	3.75	18.68
88.0	87.978115	-16.5	3.5	18.62
88.0	87.978115	-16.5	3.25	18.53
88.0	87.978115	-16.5	3.0	18.42
88.0	87.978115	-16.5	2.75	18.3
88.0	87.978115	-16.5	2.5	18.17
88.0	87.978115	-16.5	2.25	17.98
88.0	87.978115	-16.5	2.0	17.78
88.0	87.978115	-16.5	1.75	17.509999999999998
88.0	87.978115	-16.5	1.5	17.1
88.0	87.978115	-16.5	1.25	16.63
88.0	87.978115	-16.5	1.0	15.74
88.0	87.978115	-16.5	0.75	14.35
88.0	87.978115	-16.5	0.5	11.66
88.0	87.978115	-17.0	6.0	18.58
88.0	87.978115	-17.0	5.75	18.55
88.0	87.978115	-17.0	5.5	18.52
88.0	87.978115	-17.0	5.25	18.49
88.0	87.978115	-17.0	5.0	18.47
88.0	87.978115	-17.0	4.75	18.42
88.0	87.978115	-17.0	4.5	18.37
88.0	87.978115	-17.0	4.25	18.29
88.0	87.978115	-17.0	4.0	18.26
88.0	87.978115	-17.0	3.75	18.2
88.0	87.978115	-17.0	3.5	18.09
88.0	87.978115	-17.0	3.25	18.04
88.0	87.978115	-17.0	3.0	17.95
88.0	87.978115	-17.0	2.75	17.81
88.0	87.978115	-17.0	2.5	17.71
88.0	87.978115	-17.0	2.25	17.48
88.0	87.978115	-17.0	2.0	17.29
88.0	87.978115	-17.0	1.75	17.0
88.0	87.978115	-17.0	1.5	16.62
88.0	87.978115	-17.0	1.25	16.09
88.0	87.978115	-17.0	1.0	15.309999999999999
88.0	87.978115	-17.0	0.75	13.9
88.0	87.978115	-17.0	0.5	11.19
88.0	78.46995	-17.5	6.0	-24.439999999999998
88.0	87.978115	-17.5	5.75	18.03
88.0	87.978115	-17.5	5.5	18.0
88.0	87.978115	-17.5	5.25	17.97
88.0	87.978115	-17.5	5.0	17.95
88.0	87.978115	-17.5	4.75	17.91
88.0	87.978115	-17.5	4.5	17.84
88.0	87.978115	-17.5	4.25	17.79
88.0	87.978115	-17.5	4.0	17.740000000000002
88.0	87.978115	-17.5	3.75	17.68
88.0	87.978115	-17.5	3.5	17.61
88.0	87.978115	-17.5	3.25	17.53
88.0	87.978115	-17.5	3.0	17.43
88.0	87.978115	-17.5	2.75	17.31
88.0	87.978115	-17.5	2.5	17.17
88.0	87.978115	-17.5	2.25	16.96
88.0	87.978115	-17.5	2.0	16.81
88.0	87.978115	-17.5	1.75	16.53
88.0	87.978115	-17.5	1.5	16.14
88.0	87.978115	-17.5	1.25	15.61
88.0	87.978115	-17.5	1.0	14.82
88.0	87.978115	-17.5	0.75	13.41
88.0	87.978115	-17.5	0.5	10.78
88.0	87.978115	-18.0	6.0	17.56
88.0	87.978115	-18.0	5.75	17.54
88.0	87.978115	-18.0	5.5	17.54
88.0	87.978115	-18.0	5.25	17.5
88.0	87.978115	-18.0	5.0	17.44
88.0	87.978115	-18.0	4.75	17.43
88.0	87.978115	-18.0	4.5	17.32
88.0	87.978115	-18.0	4.25	17.28
88.0	87.978115	-18.0	4.0	17.240000000000002
88.0	87.978115	-18.0	3.75	17.22
88.0	87.978115	-18.0	3.5	17.13
88.0	87.978115	-18.0	3.25	17.03
88.0	87.978115	-18.0	3.0	16.96
88.0	87.978115	-18.0	2.75	16.82
88.0	87.978115	-18.0	2.5	16.72
88.0	87.978115	-18.0	2.25	16.5
88.0	87.978115	-18.0	2.0	16.29
88.0	87.978115	-18.0	1.75	16.04
88.0	87.978115	-18.0	1.5	15.64
88.0	87.978115	-18.0	1.25	15.1
88.0	87.978115	-18.0	1.0	14.379999999999999
88.0	87.978115	-18.0	0.75	12.98
88.0	87.978115	-18.0	0.5	10.39
88.0	87.978115	-18.5	6.0	17.06
88.0	87.978115	-18.5	5.75	17.04
88.0	87.978115	-18.5	5.5	17.03
88.0	87.978115	-18.5	5.25	16.97
88.0	87.978115	-18.5	5.0	16.97
88.0	87.978115	-18.5	4.75	16.87
88.0	87.978115	-18.5	4.5	16.81
88.0	87.978115	-18.5	4.25	16.78
88.0	87.978115	-18.5	4.0	16.759999999999998
88.0	87.978115	-18.5	3.75	16.68
88.0	87.978115	-18.5	3.5	16.61
88.0	87.978115	-18.5	3.25	16.54
88.0	87.978115	-18.5	3.0	16.44
88.0	87.978115	-18.5	2.75	16.33
88.0	87.978115	-18.5	2.5	16.17
88.0	87.978115	-18.5	2.25	15.99
88.0	87.978115	-18.5	2.0	15.780000000000001
88.0	87.978115	-18.5	1.75	15.49
88.0	87.978115	-18.5	1.5	15.1
88.0	87.978115	-18.5	1.25	14.61
88.0	87.978115	-18.5	1.0	13.83
88.0	87.978115	-18.5	0.75	12.49
88.0	87.978115	-18.5	0.5	9.97
88.0	87.978115	-19.0	6.0	16.56
88.0	87.978115	-19.0	5.75	16.58
88.0	87.978115	-19.0	5.5	16.5
88.0	87.978115	-19.0	5.25	16.490000000000002
88.0	87.978115	-19.0	5.0	16.42
88.0	87.978115	-19.0	4.75	16.44
88.0	87.978115	-19.0	4.5	16.34
88.0	87.978115	-19.0	4.25	16.32
88.0	87.978115	-19.0	4.0	16.25
88.0	87.978115	-19.0	3.75	16.18
88.0	87.978115	-19.0	3.5	16.12
88.0	87.978115	-19.0	3.25	16.04
88.0	87.978115	-19.0	3.0	15.95
88.0	87.978115	-19.0	2.75	15.8
88.0	87.978115	-19.0	2.5	15.690000000000001
88.0	87.978115	-19.0	2.25	15.5
88.0	87.978115	-19.0	2.0	15.29
88.0	87.978115	-19.0	1.75	15.02
88.0	87.978115	-19.0	1.5	14.61
88.0	87.978115	-19.0	1.25	14.15
88.0	87.978115	-19.0	1.0	13.36
88.0	60.546512	-19.0	0.75	-29.32
88.0	87.978115	-19.0	0.5	9.43
88.0	87.978115	-19.5	6.0	16.08
88.0	87.978115	-19.5	5.75	16.07
88.0	87.978115	-19.5	5.5	16.0
88.0	87.978115	-19.5	5.25	15.98
88.0	87.978115	-19.5	5.0	15.96
88.0	87.978115	-19.5	4.75	15.89
88.0	87.978115	-19.5	4.5	15.85
88.0	87.978115	-19.5	4.25	15.83
88.0	87.978115	-19.5	4.0	15.74
88.0	87.978115	-19.5	3.75	15.7
88.0	87.978115	-19.5	3.5	15.58
88.0	87.978115	-19.5	3.25	15.55
88.0	87.978115	-19.5	3.0	15.43
88.0	87.978115	-19.5	2.75	15.33
88.0	87.978115	-19.5	2.5	15.16
88.0	87.978115	-19.5	2.25	14.98
88.0	87.978115	-19.5	2.0	14.8
88.0	87.978115	-19.5	1.75	14.5
88.0	87.978115	-19.5	1.5	14.14
88.0	87.978115	-19.5	1.25	13.68
88.0	87.978115	-19.5	1.0	12.84
88.0	87.978115	-19.5	0.75	11.56
88.0	87.978115	-19.5	0.5	8.99
88.0	87.978115	-20.0	6.0	15.58
88.0	87.978115	-20.0	5.75	15.52
88.0	87.978115	-20.0	5.5	15.54
88.0	87.978115	-20.0	5.25	15.469999999999999
88.0	87.978115	-20.0	5.0	15.42
88.0	87.978115	-20.0	4.75	15.42
88.0	87.978115	-20.0	4.5	15.33
88.0	87.978115	-20.0	4.25	15.309999999999999
88.0	87.978115	-20.0	4.0	15.24
88.0	87.978115	-20.0	3.75	15.21
88.0	87.978115	-20.0	3.5	15.09
88.0	87.978115	-20.0	3.25	15.030000000000001
88.0	87.978115	-20.0	3.0	14.940000000000001
88.0	87.978115	-20.0	2.75	14.84
88.0	87.978115	-20.0	2.5	14.690000000000001
88.0	87.978115	-20.0	2.25	14.5
88.0	87.978115	-20.0	2.0	14.280000000000001
88.0	87.978115	-20.0	1.75	13.99
88.0	87.978115	-20.0	1.5	13.66
88.0	87.978115	-20.0	1.25	13.14
88.0	87.978115	-20.0	1.0	12.379999999999999
88.0	87.978115	-20.0	0.75	11.1
88.0	87.978115	-20.0	0.5	8.52
88.5	88.524561	0.0	6.0	34.67
88.5	88.524561	0.0	5.75	34.66
88.5	88.524561	0.0	5.5	34.64
88.5	88.524561	0.0	5.25	34.62
88.5	88.524561	0.0	5.0	34.59
88.5	88.524561	0.0	4.75	34.56
88.5	88.524561	0.0	4.5	34.519999999999996
88.5	88.524561	0.0	4.25	34.47
88.5	88.524561	0.0	4.0	34.39
88.5	88.524561	0.0	3.75	34.269999999999996
88.5	88.524561	0.0	3.5	34.09
88.5	88.524561	0.0	3.25	33.81
88.5	88.524561	0.0	3.0	33.42
88.5	88.524561	0.0	2.75	32.92
88.5	88.524561	0.0	2.5	32.3
88.5	88.524561	0.0	2.25	31.58
88.5	88.524561	0.0	2.0	30.740000000000002
88.5	88.524561	0.0	1.75	29.759999999999998
88.5	88.524561	0.0	1.5	28.6
88.5	88.524561	0.0	1.25	27.240000000000002
88.5	88.524561	0.0	1.0	25.58
88.5	88.524561	0.0	0.75	23.41
88.5	88.524561	0.0	0.5	20.19
88.5	88.524561	-0.5	6.0	34.42
88.5	88.524561	-0.5	5.75	34.41
88.5	88.524561	-0.5	5.5	34.38
88.5	88.524561	-0.5	5.25	34.35
88.5	88.524561	-0.5	5.0	34.31
88.5	88.524561	-0.5	4.75	34.28
88.5	88.524561	-0.5	4.5	34.230000000000004
88.5	88.524561	-0.5	4.25	34.16
88.5	88.524561	-0.5	4.0	34.07
88.5	88.524561	-0.5	3.75	33.94
88.5	88.524561	-0.5	3.5	33.78
88.5	88.524561	-0.5	3.25	33.519999999999996
88.5	88.524561	-0.5	3.0	33.17
88.5	88.524561	-0.5	2.75	32.71
88.5	88.524561	-0.5	2.5	32.13
88.5	88.524561	-0.5	2.25	31.42
88.5	88.524561	-0.5	2.0	30.59
88.5	88.524561	-0.5	1.75	29.630000000000003
88.5	88.524561	-0.5	1.5	28.490000000000002
88.5	88.524561	-0.5	1.25	27.11
88.5	88.524561	-0.5	1.0	25.46
88.5	88.524561	-0.5	0.75	23.32
88.5	88.524561	-0.5	0.5	20.14
88.5	88.524561	-1.0	6.0	34.12
88.5	88.524561	-1.0	5.75	34.09
88.5	88.524561	-1.0	5.5	34.07
88.5	88.524561	-1.0	5.25	34.019999999999996
88.5	88.524561	-1.0	5.0	33.99
88.5	88.524561	-1.0	4.75	33.94
88.5	88.524561	-1.0	4.5	33.88
88.5	88.524561	-1.0	4.25	33.82
88.5	88.524561	-1.0	4.0	33.72
88.5	88.524561	-1.0	3.75	33.6
88.5	88.524561	-1.0	3.5	33.44
88.5	88.524561	-1.0	3.25	33.22
88.5	88.524561	-1.0	3.0	32.92
88.5	88.524561	-1.0	2.75	32.49
88.5	88.524561	-1.0	2.5	31.939999999999998
88.5	88.524561	-1.0	2.25	31.259999999999998
88.5	88.524561	-1.0	2.0	30.46
88.5	88.524561	-1.0	1.75	29.5
88.5	88.524561	-1.0	1.5	28.36
88.5	88.524561	-1.0	1.25	27.0
88.5	88.524561	-1.0	1.0	25.33
88.5	88.524561	-1.0	0.75	23.21
88.5	88.524561	-1.0	0.5	20.05
88.5	88.524561	-1.5	6.0	33.730000000000004
88.5	88.524561	-1.5	5.75	33.7
88.5	88.524561	-1.5	5.5	33.66
88.5	88.524561	-1.5	5.25	33.64
88.5	88.524561	-1.5	5.0	33.59
88.5	88.524561	-1.5	4.75	33.53
88.5	88.524561	-1.5	4.5	33.46
88.5	88.524561	-1.5	4.25	33.4
88.5	88.524561	-1.5	4.0	33.31
88.5	88.524561	-1.5	3.75	33.2
88.5	88.524561	-1.5	3.5	33.06
88.5	88.524561	-1.5	3.25	32.86
88.5	88.524561	-1.5	3.0	32.6
88.5	88.524561	-1.5	2.75	32.22
88.5	88.524561	-1.5	2.5	31.73
88.5	88.524561	-1.5	2.25	31.08
88.5	88.524561	-1.5	2.0	30.28
88.5	88.524561	-1.5	1.75	29.34
88.5	88.524561	-1.5	1.5	28.22
88.5	88.524561	-1.5	1.25	26.86
88.5	88.524561	-1.5	1.0	25.2
88.5	88.524561	-1.5	0.75	23.06
88.5	88.524561	-1.5	0.5	19.96
88.5	88.524561	-2.0	6.0	33.3
88.5	88.524561	-2.0	5.75	33.28
88.5	88.524561	-2.0	5.5	33.230000000000004
88.5	88.524561	-2.0	5.25	33.2
88.5	88.524561	-2.0	5.0	33.16
88.5	88.524561	-2.0	4.75	33.1
88.5	88.524561	-2.0	4.5	33.04
88.5	88.524561	-2.0	4.25	32.97
88.5	88.524561	-2.0	4.0	32.88
88.5	88.524561	-2.0	3.75	32.78
88.5	88.524561	-2.0	3.5	32.65
88.5	88.524561	-2.0	3.25	32.49
88.5	88.524561	-2.0	3.0	32.24
88.5	88.524561	-2.0	2.75	31.93
88.5	88.524561	-2.0	2.5	31.48
88.5	88.524561	-2.0	2.25	30.880000000000003
88.5	88.524561	-2.0	2.0	30.130000000000003
88.5	88.524561	-2.0	1.75	29.2
88.5	88.524561	-2.0	1.5	28.07
88.5	88.524561	-2.0	1.25	26.72
88.5	88.524561	-2.0	1.0	25.05
88.5	88.524561	-2.0	0.75	22.89
88.5	88.524561	-2.0	0.5	19.82
88.5	88.524561	-2.5	6.0	32.85
88.5	88.524561	-2.5	5.75	32.81
88.5	88.524561	-2.5	5.5	32.769999999999996
88.5	88.524561	-2.5	5.25	32.74
88.5	88.524561	-2.5	5.0	32.68
88.5	88.524561	-2.5	4.75	32.64
88.5	88.524561	-2.5	4.5	32.59
88.5	88.524561	-2.5	4.25	32.519999999999996
88.5	88.524561	-2.5	4.0	32.44
88.5	88.524561	-2.5	3.75	32.34
88.5	88.524561	-2.5	3.5	32.21
88.5	88.524561	-2.5	3.25	32.06
88.5	88.524561	-2.5	3.0	31.86
88.5	88.524561	-2.5	2.75	31.58
88.5	88.524561	-2.5	2.5	31.17
88.5	88.524561	-2.5	2.25	30.64
88.5	88.524561	-2.5	2.0	29.92
88.5	88.524561	-2.5	1.75	29.02
88.5	88.524561	-2.5	1.5	27.92
88.5	88.524561	-2.5	1.25	26.56
88.5	88.524561	-2.5	1.0	24.88
88.5	88.524561	-2.5	0.75	22.740000000000002
88.5	88.524561	-2.5	0.5	19.68
88.5	88.524561	-3.0	6.0	32.38
88.5	88.524561	-3.0	5.75	32.35
88.5	88.524561	-3.0	5.5	32.32
88.5	88.524561	-3.0	5.25	32.28
88.5	88.524561	-3.0	5.0	32.230000000000004
88.5	88.524561	-3.0	4.75	32.18
88.5	88.524561	-3.0	4.5	32.13
88.5	88.524561	-3.0	4.25	32.06
88.5	88.524561	-3.0	4.0	31.98
88.5	88.524561	-3.0	3.75	31.880000000000003
88.5	88.524561	-3.0	3.5	31.77
88.5	88.524561	-3.0	3.25	31.630000000000003
88.5	88.524561	-3.0	3.0	31.45
88.5	88.524561	-3.0	2.75	31.2
88.5	88.524561	-3.0	2.5	30.85
88.5	88.524561	-3.0	2.25	30.369999999999997
88.5	88.524561	-3.0	2.0	29.7
88.5	88.524561	-3.0	1.75	28.85
88.5	88.524561	-3.0	1.5	27.740000000000002
88.5	88.524561	-3.0	1.25	26.4
88.5	88.524561	-3.0	1.0	24.72
88.5	88.524561	-3.0	0.75	22.54
88.5	88.524561	-3.0	0.5	19.49
